,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,72+,True,plasmid_0,72,3984,0.531752,0.883283,2,0.34739,False
plasmid_1,71+,True,plasmid_1,71,4226,0.543158,0.849266,12,0.339328,False
plasmid_2,66+,False,plasmid_2,66,6482,0.350126,0.788645,7,0.32382,False
plasmid_3,"6-,96-,99-,89+,94+,106+,101+,82-,93+,76-,97+,40+,84-,16-",False,plasmid_3,93,189427,0.989063,0.020377,15,0.37907,False
plasmid_4,"98+,89+,94+,106+,101+,82-,93+,76-,87+,27+",False,plasmid_4,93,45641,1.227998,0.106702,27,0.404877,False
plasmid_5,"60+,69+",False,plasmid_5,69,13168,0.355053,0.70079,24,0.318499,False
plasmid_6,"80+,83+,102+,2-",False,plasmid_6,80,177303,1.35894,0.016999,9,0.394156,False
plasmid_7,46+,True,plasmid_7,46,17028,0.625761,0.743246,34,0.355884,False
plasmid_8,43+,True,plasmid_8,43,18417,0.969204,0.678395,36,0.348917,False
plasmid_9,"84+,24-,97-,76+,105-,82+,101-,106-,94-,89-,99+,92+",False,plasmid_9,76,52263,1.000513,0.061114,5,0.38775,False
plasmid_10,"3-,87-,76+,105-,82+,101-,106-",False,plasmid_10,76,139602,1.27923,0.026167,11,0.404321,False
plasmid_11,"97-,76+",True,plasmid_11,76,3363,3.42878,0.922985,4,0.492715,False
plasmid_12,87+,False,plasmid_12,87,610,1.273302,0.752459,6,0.514754,False
plasmid_13,"103-,33-,83+",True,plasmid_13,83,26817,1.222449,0.377857,20,0.385837,True
plasmid_14,"12-,81-,18-,83+",False,plasmid_14,83,135506,1.046845,0.012796,10,0.385274,False
plasmid_15,"29-,83+",False,plasmid_15,83,33511,1.233107,0.017964,2,0.390618,False
plasmid_16,"56+,83+",False,plasmid_16,83,13955,1.142547,0.043139,2,0.38617,False
plasmid_17,"57+,83+",False,plasmid_17,83,12747,0.480124,0.047227,2,0.327136,False
