pAMalpha1_p4	30	89.474	95	10	0	109	203	13459	13365	2.11e-28	121
pMG2200_01	30	100.000	2532	0	0	1	2532	837	3368	0.0	4676
pMG2200_02	30	100.000	2004	0	0	1	2004	3358	5361	0.0	3701
pMG2200_03	30	100.000	381	0	0	1	381	5368	5748	0.0	704
pMG2200_04	30	99.942	1716	0	1	1	1716	5985	7699	0.0	3162
pMG2200_05	30	100.000	681	0	0	1	681	7752	8432	0.0	1258
pMG2200_06	30	100.000	1152	0	0	1	1152	8642	9793	0.0	2128
pMG2200_07	30	100.000	1083	0	0	1	1083	9790	10872	0.0	2001
pMG2200_07	35	78.030	924	197	6	163	1083	11592	12512	5.39e-165	577
pMG2200_08	30	100.000	243	0	0	1	243	10927	11169	2.58e-127	449
pMG2200_09	30	100.000	327	0	0	1	327	11170	11496	7.13e-174	604
pMG2200_10	30	100.000	337	0	0	1	337	11588	11924	2.05e-179	623
pMG2200_42	30	100.000	174	0	0	1	174	12053	12226	4.05e-89	322
pMG2200_43	30	100.000	942	0	0	1	942	12233	13174	0.0	1740
pMG2200_44	30	100.000	282	0	0	1	282	13546	13827	6.30e-149	521
pMG2200_45	30	100.000	393	0	0	1	393	13820	14212	0.0	726
pMG2200_46	30	100.000	2061	0	0	1	2061	14205	16265	0.0	3807
pMG2200_46	35	79.709	1099	195	22	1	1085	15222	16306	0.0	769
pMG2200_47	30	100.000	1659	0	0	1	1659	16342	18000	0.0	3064
pMG2200_48	30	100.000	1344	0	0	1	1344	19530	18187	0.0	2483
pMG2200_49	30	100.000	774	0	0	1	774	20303	19530	0.0	1430
pMG2200_50	30	100.000	552	0	0	1	552	20998	20447	0.0	1020
pMG2200_51	30	100.000	174	0	0	1	174	21195	21022	4.05e-89	322
pMG2200_52	30	100.000	186	0	0	1	186	21383	21198	9.32e-96	344
pMG2200_53	30	100.000	201	0	0	1	201	21679	21879	4.66e-104	372
pMG2200_54	30	100.000	231	0	0	1	231	22211	21981	1.14e-120	427
pMG2200_55	30	100.000	393	0	0	1	393	22368	22760	0.0	726
pMG2200_56	30	100.000	453	0	0	1	453	22826	23278	0.0	837
pMG2200_57	30	100.000	153	0	0	1	153	23292	23444	1.65e-77	283
pMG2200_58	30	100.000	591	0	0	1	591	23456	24046	0.0	1092
