plasmid_0;4+,122+,128+,122+,109+,97-,63+,147+,155+,142+
plasmid_1;86-,25+,70+,140+,113+
plasmid_2;70+,140+,113+
plasmid_3;122+,109+,97-,63+,146+,155+,142+
plasmid_4;141-,49+,141+,112-,118-,65+,57-,108+,112-,119-,48+,74+,116-,136+,82-,94-,125+,80-,61+,67-,111+,64+,90-,73-,148-,143-,75+,151+
plasmid_5;117+,74-,41-,55-,16+,150-,103-,89-,131-,12+,107+,100-,151-,103-
plasmid_6;129+,129+,127+,132+,33+,119+
plasmid_7;50+,57-,8+,77-,5+,77-,9+
plasmid_8;43+
plasmid_9;149+,14-,79-,37+,79-,42+,18+,79+,36-,77+,24+,72+,47-
plasmid_10;71+,80+,126-,94+
plasmid_11;55+,52+
plasmid_12;52+
plasmid_13;70+
plasmid_14;154+,7-,77-,20-,144+,63+,147+
plasmid_15;27+,144+,63+,147+
plasmid_16;144+,63+,147+
plasmid_17;144+
plasmid_18;110+,64+,91-
plasmid_19;64+
plasmid_20;40-,79+,78+,77-,2+,77+,19-
