pCCK3259_p04	39	99.927	1377	1	0	1	1377	156	1532	0.0	2538.0
HKK27_RS00055	2	96.581	117	4	0	1	117	70464	70348	5.67e-51	195.0
HKK27_RS00060	2	99.323	1920	13	0	1	1920	70332	68413	0.0	3474.0
HS157_RS00005	51	99.271	960	7	0	1	960	969	10	0.0	1735.0
HS358_RS00090	52	99.00200000000001	501	5	0	1	501	555	55	0.0	898.0
HS358_RS00200	52	96.89299999999999	676	21	0	6	681	730	55	0.0	1133.0
HS358_RS00350	12	96.537	231	6	2	1	230	2948	2719	8.859999999999999e-107	381.0
HKK39_RS00065	24	100.0	185	0	0	1	185	16213	16397	3.239999999999999e-95	342.0
HKK39_RS00070	24	100.0	543	0	0	1	543	15578	16120	0.0	1003.0
HKK39_RS00075	24	100.0	909	0	0	1	909	14673	15581	0.0	1679.0
HKK39_RS00080	24	100.0	735	0	0	1	735	13906	14640	0.0	1358.0
HKK39_RS00085	24	100.0	870	0	0	1	870	13056	13925	0.0	1607.0
HKK39_RS00090	24	100.0	246	0	0	1	246	12708	12953	5.439999999999999e-129	455.0
HKK39_RS00095	24	100.0	666	0	0	1	666	12007	12672	0.0	1230.0
HKK39_RS00100	24	100.0	261	0	0	1	261	11584	11844	2.6599999999999996e-137	483.0
HKK39_RS00100	24	98.846	260	3	0	2	261	9786	10045	9.629999999999998e-132	464.0
HKK39_RS00105	24	100.0	738	0	0	1	738	10677	11414	0.0	1363.0
HKK39_RS00110	24	100.0	84	0	0	1	84	10469	10552	1.78e-39	156.0
HKK39_RS00115	24	100.0	242	0	0	1	242	10179	10420	8.939999999999997e-127	448.0
HKK39_RS00120	24	100.0	189	0	0	1	189	9857	10045	1.9699999999999994e-97	350.0
HKK39_RS00120	24	98.94200000000001	189	2	0	1	189	11656	11844	4.269999999999999e-94	339.0
HKK39_RS00125	52	100.0	676	0	0	6	681	730	55	0.0	1249.0
HKK39_RS00155	52	99.704	676	2	0	6	681	730	55	0.0	1238.0
pVEF1_003	52	99.41	339	2	0	1	339	393	55	3.319999999999999e-177	616.0
pVEF1_004	24	99.415	171	1	0	1	171	1967	2137	8.319999999999999e-86	311.0
pVEF1_005	24	100.0	618	0	0	1	618	2151	2768	0.0	1142.0
pVEF1_007	24	97.77	897	20	0	1	897	18153	19049	0.0	1546.0
pVEF1_007	20	96.544	897	31	0	1	897	24000	23104	0.0	1485.0
pVEF1_008	20	96.729	214	7	0	3	216	23031	22818	1.3699999999999995e-99	357.0
pVEF1_009	12	98.87200000000001	532	5	1	1	531	3233	2702	0.0	948.0
pVEF1_023	52	100.0	676	0	0	12	687	730	55	0.0	1249.0
pVEF1_024	31	100.0	276	0	0	1	276	5233	5508	1.2899999999999998e-145	510.0
pVEF1_025	31	100.0	954	0	0	1	954	4308	5261	0.0	1762.0
pVEF1_026	31	100.0	1494	0	0	1	1494	3696	2203	0.0	2760.0
pVEF1_027	31	100.0	297	0	0	1	297	2068	1772	2.9599999999999994e-157	549.0
pVEF1_029	52	100.0	673	0	0	15	687	727	55	0.0	1243.0
pVEF1_032	20	97.07	273	8	0	1	273	22801	22529	1.2999999999999996e-130	460.0
pVEF1_040	12	97.833	600	13	0	1	600	4861	4262	0.0	1037.0
pVEF1_041	52	99.852	676	1	0	12	687	730	55	0.0	1243.0
pVEF205	52	99.41	339	2	0	1	339	393	55	3.319999999999999e-177	616.0
pVEF212	24	99.415	171	1	0	1	171	1967	2137	8.319999999999999e-86	311.0
pVEF231	24	100.0	618	0	0	1	618	2151	2768	0.0	1142.0
pVEF217	24	97.77	897	20	0	1	897	18153	19049	0.0	1546.0
pVEF217	20	96.544	897	31	0	1	897	24000	23104	0.0	1485.0
pVEF223	20	96.729	214	7	0	3	216	23031	22818	1.3699999999999995e-99	357.0
pVEF216	12	98.87200000000001	532	5	1	1	531	3233	2702	0.0	948.0
pVEF220	52	100.0	676	0	0	12	687	730	55	0.0	1249.0
pVEF227	31	100.0	276	0	0	1	276	5233	5508	1.2899999999999998e-145	510.0
pVEF228	31	100.0	954	0	0	1	954	4308	5261	0.0	1762.0
pVEF230	31	100.0	1494	0	0	1	1494	3696	2203	0.0	2760.0
pVEF226	31	100.0	297	0	0	1	297	2068	1772	2.9599999999999994e-157	549.0
pVEF219	52	100.0	673	0	0	15	687	727	55	0.0	1243.0
pVEF218	20	97.07	273	8	0	1	273	22801	22529	1.2999999999999996e-130	460.0
pVEF213	12	97.833	600	13	0	1	600	4861	4262	0.0	1037.0
pVEF221	52	99.852	676	1	0	12	687	730	55	0.0	1243.0
pCoo011	24	100.0	786	0	0	1	786	16222	17007	0.0	1452.0
-pVEF3_p16	24	100.0	618	0	0	1	618	2151	2768	0.0	1142.0
-pVEF3_p18	24	97.77	897	20	0	1	897	18153	19049	0.0	1546.0
-pVEF3_p18	20	96.544	897	31	0	1	897	24000	23104	0.0	1485.0
-pVEF3_p19	20	96.729	214	7	0	3	216	23031	22818	1.3699999999999995e-99	357.0
-pVEF3_p20	12	98.87200000000001	532	5	1	1	531	3233	2702	0.0	948.0
-pVEF3_p34	31	100.0	276	0	0	1	276	5233	5508	1.2899999999999998e-145	510.0
-pVEF3_p35	31	100.0	954	0	0	1	954	4308	5261	0.0	1762.0
-pVEF3_p36	31	100.0	1494	0	0	1	1494	3696	2203	0.0	2760.0
